t, peaks/s 
0,10
0.1,10
0.2,11
0.3,11
0.4,11
0.5,11
0.6,11
0.7,11
0.8,11
0.9,11
1.0,11
1.1,11
1.2,10
1.3,10
1.4,10
1.5,10
1.6,10
1.7,10
1.8,10
1.9,10
2.0,10
2.1,10
2.2,10
2.3,10
2.4,10
2.5,10
2.6,10
2.7,10
2.8,10
2.9,11
3.0,11
3.1,11
3.2,11
3.3,11
3.4,11
3.5,11
3.6,11
3.7,11
3.8,11
3.9,10
4.0,10
4.1,10
4.2,10
4.3,10
4.4,10
4.5,10
4.6,10
4.7,10
4.8,10
4.9,10
5.0,10
5.1,10
5.2,10
5.3,10
5.4,10
5.5,11
5.6,11
5.7,11
5.8,11
5.9,11
6.0,11
6.1,11
6.2,11
6.3,11
6.4,11
6.5,10
6.6,10
6.7,10
6.8,10
6.9,10
7.0,10
7.1,10
7.2,10
7.3,10
7.4,10
7.5,10
7.6,10
7.7,10
7.8,10
7.9,10
8.0,10
8.1,11
8.2,11
8.3,11
8.4,11
8.5,11
8.6,11
8.7,11
8.8,11
8.9,11
9.0,11
9.1,10
9.2,10
9.3,10
9.4,10
9.5,10
9.6,10
9.7,10
9.8,10
9.9,10
10.0,10
10.1,10
10.2,10
10.3,10
10.4,10
10.5,10
10.6,10
10.7,10
10.8,10
10.9,11
11.0,11
11.1,11
11.2,11
11.3,11
11.4,11
11.5,11
11.6,11
11.7,11
11.8,11
11.9,10
12.0,10
12.1,10
12.2,10
12.3,10
12.4,10
12.5,10
12.6,10
12.7,10
12.8,10
12.9,10
13.0,10
13.1,10
13.2,10
13.3,10
13.4,10
13.5,10
13.6,10
13.7,11
13.8,11
13.9,11
14.0,11
14.1,11
14.2,11
14.3,11
14.4,11
14.5,11
14.6,11
14.7,10
14.8,10
14.9,10
15.0,10
15.1,10
15.2,10
15.3,10
15.4,10
15.5,10
15.6,10
15.7,10
15.8,10
15.9,10
16.0,10
16.1,10
16.2,10
16.3,10
16.4,10
16.5,10
16.6,11
16.7,11
16.8,11
16.9,11
17.0,11
17.1,11
17.2,11
17.3,11
17.4,11
17.5,11
17.6,10
17.7,10
17.8,10
17.9,10
18.0,10
18.1,10
18.2,10
18.3,10
18.4,10
18.5,10
18.6,10
18.7,10
18.8,10
18.9,10
19.0,10
19.1,10
19.2,10
19.3,10
19.4,10
19.5,11
19.6,11
19.7,11
19.8,11
19.9,11
20.0,11
20.1,11
20.2,11
20.3,11
20.4,11
20.5,10
20.6,10
20.7,10
20.8,10
20.9,10
21.0,10
21.1,10
21.2,10
21.3,10
21.4,10
21.5,10
21.6,11
21.7,11
21.8,11
21.9,11
22.0,11
22.1,11
22.2,11
22.3,11
22.4,11
22.5,11
22.6,10
22.7,10
22.8,10
22.9,10
23.0,10
23.1,10
23.2,10
23.3,10
23.4,10
23.5,10
23.6,10
23.7,10
23.8,11
23.9,11
24.0,11
24.1,11
24.2,11
24.3,11
24.4,11
24.5,11
24.6,11
24.7,11
24.8,10
24.9,10
25.0,10
25.1,10
25.2,10
25.3,10
25.4,10
25.5,10
25.6,10
25.7,10
25.8,10
25.9,10
26.0,10
26.1,10
26.2,10
26.3,10
26.4,10
26.5,10
26.6,10
26.7,10
26.8,10
26.9,10
27.0,10
27.1,10
27.2,10
27.3,11
27.4,11
27.5,11
27.6,11
27.7,11
27.8,11
27.9,11
28.0,11
28.1,11
28.2,11
28.3,10
28.4,10
28.5,10
28.6,10
28.7,10
28.8,10
28.9,10
29.0,10
29.1,10
29.2,10
29.3,10
29.4,10
29.5,10
29.6,10
29.7,10
29.8,10
29.9,10
30.0,10
30.1,10
30.2,10
30.3,10
30.4,10
30.5,11
30.6,11
30.7,11
30.8,11
30.9,11
31.0,11
31.1,11
31.2,11
31.3,11
31.4,11
31.5,10
31.6,10
31.7,10
31.8,10
31.9,10
32.0,10
32.1,10
32.2,10
32.3,10
32.4,10
32.5,10
32.6,10
32.7,10
32.8,10
32.9,10
33.0,10
33.1,11
33.2,11
33.3,11
33.4,11
33.5,11
33.6,11
33.7,11
33.8,11
33.9,11
34.0,11
34.1,10
34.2,10
34.3,10
34.4,10
34.5,10
34.6,10
34.7,10
34.8,10
34.9,10
35.0,10
35.1,10
35.2,10
35.3,10
35.4,10
35.5,10
35.6,11
35.7,11
35.8,11
35.9,11
36.0,11
36.1,11
36.2,11
36.3,11
36.4,11
36.5,11
36.6,10
36.7,10
36.8,10
36.9,10
37.0,10
37.1,10
37.2,10
37.3,10
37.4,10
37.5,10
37.6,10
37.7,10
37.8,11
37.9,11
38.0,11
38.1,11
38.2,11
38.3,11
38.4,11
38.5,11
38.6,11
38.7,11
38.8,10
38.9,10
39.0,10
39.1,10
39.2,10
39.3,10
39.4,10
39.5,10
39.6,10
39.7,10
39.8,10
39.9,10
40.0,10
40.1,10
40.2,10
40.3,11
